Date,Close
43088.66667,43.64
43089.66667,43.59
43090.66667,43.75
43091.66667,43.75
43095.66667,42.64
43096.66667,42.65
43097.66667,42.77
43098.66667,42.31
43102.66667,43.07
43103.66667,43.06
43104.66667,43.26
43105.66667,43.75
43108.66667,43.59
43109.66667,43.58
43110.66667,43.57
43111.66667,43.82
43112.66667,44.27
43116.66667,44.05
43117.66667,44.78
43118.66667,44.82
43119.66667,44.62
43122.66667,44.25
43123.66667,44.26
43124.66667,43.56
43125.66667,42.78
43126.66667,42.88
43129.66667,41.99
43130.66667,41.74
43131.66667,41.86
43132.66667,41.95
43133.66667,40.13
43136.66667,39.12
43137.66667,40.76
43138.66667,39.89
43139.66667,38.79
43140.66667,39.1
43143.66667,40.68
43144.66667,41.09
43145.66667,41.84
43146.66667,43.25
43147.66667,43.11
43151.66667,42.96
43152.66667,42.77
43153.66667,43.13
43154.66667,43.88
43157.66667,44.74
43158.66667,44.6
43159.66667,44.53
43160.66667,43.75
43161.66667,44.05
43164.66667,44.21
43165.66667,44.17
43166.66667,43.76
43167.66667,44.24
43168.66667,45
43171.66667,45.43
43172.66667,44.99
43173.66667,44.61
43174.66667,44.66
43175.66667,44.51
43178.66667,43.83
43179.66667,43.81
43180.66667,42.82
43181.66667,42.21
43182.66667,41.24
43185.66667,43.19
43186.66667,42.09
43187.66667,41.62
43188.66667,41.95
43192.66667,41.67
43193.66667,42.1
43194.66667,42.9
43195.66667,43.2
43196.66667,42.1
43199.66667,42.51
43200.66667,43.31
43201.66667,43.11
43202.66667,43.54
43203.66667,43.68
43206.66667,43.96
43207.66667,44.56
43208.66667,44.46
43209.66667,43.2
43210.66667,41.43
43213.66667,41.31
43214.66667,40.74
43215.66667,40.91
43216.66667,41.06
43217.66667,40.58
43220.66667,41.32
43221.66667,42.28
43222.66667,44.14
43223.66667,44.22
43224.66667,45.96
43227.66667,46.29
43228.66667,46.51
43229.66667,46.84
43230.66667,47.51
43231.66667,47.15
43234.66667,47.04
43235.66667,46.61
43236.66667,47.05
43237.66667,46.75
43238.66667,46.58
43241.66667,46.91
43242.66667,46.79
43243.66667,47.09
43244.66667,47.04
43245.66667,47.15
43249.66667,46.98
43250.66667,46.88
43251.66667,46.72
43252.66667,47.56
43255.66667,47.96
43256.66667,48.33
43257.66667,48.5
43258.66667,48.37
43259.66667,47.93
43262.66667,47.81
43263.66667,48.07
43264.66667,47.68
43265.66667,47.7
43266.66667,47.21
43269.66667,47.19
43270.66667,46.42
43271.66667,46.63
43272.66667,46.37
43273.66667,46.23
43276.66667,45.54
43277.66667,46.11
43278.66667,46.04
43279.66667,46.38
43280.66667,46.28
43283.66667,46.8
43284.54167,45.98
43286.66667,46.35
43287.66667,46.99
43290.66667,47.65
43291.66667,47.59
43292.66667,46.97
43293.66667,47.76
43294.66667,47.83
43297.66667,47.73
43298.66667,47.86
43299.66667,47.6
43300.66667,47.97
43301.66667,47.86
43304.66667,47.86
43305.66667,48.25
43306.66667,48.71
43307.66667,48.55
43308.66667,47.75
43311.66667,47.48
43312.66667,47.57
43313.66667,50.38
43314.66667,51.85
43315.66667,52
43318.66667,52.27
43319.66667,51.78
43320.66667,51.81
43321.66667,52.22
43322.66667,51.88
43325.66667,52.22
43326.66667,52.44
43327.66667,52.56
43328.66667,53.33
43329.66667,54.4
43332.66667,53.87
43333.66667,53.76
43334.66667,53.76
43335.66667,53.87
43336.66667,54.04
43339.66667,54.49
43340.66667,54.93
43341.66667,55.75
43342.66667,56.26
43343.66667,56.91
43347.66667,57.09
43348.66667,56.72
43349.66667,55.78
43350.66667,55.33
43353.66667,54.58
43354.66667,55.96
43355.66667,55.27
43356.66667,56.6
43357.66667,55.96
43360.66667,54.47
43361.66667,54.56
43362.66667,54.59
43363.66667,55.01
43364.66667,54.42
43367.66667,55.2
43368.66667,55.55
43369.66667,55.11
43370.66667,56.24
43371.66667,56.44
43374.66667,56.82
43375.66667,57.32
43376.66667,58.02
43377.66667,57
43378.66667,56.07
43381.66667,55.94
43382.66667,56.72
43383.66667,54.09
43384.66667,53.61
43385.66667,55.53
43388.66667,54.34
43389.66667,55.54
43390.66667,55.3
43391.66667,54.01
43392.66667,54.83
43395.66667,55.16
43396.66667,55.68
43397.66667,53.77
43398.66667,54.95
43399.66667,54.08
43402.66667,53.06
43403.66667,53.33
43404.66667,54.72
43405.66667,55.56
43406.66667,51.87
43409.66667,50.4
43410.66667,50.94
43411.66667,52.49
43412.66667,52.12
43413.66667,51.12
43416.66667,48.54
43417.66667,48.06
43418.66667,46.7
43419.66667,47.85
43420.66667,48.38
43423.66667,46.47
43424.66667,44.25
43425.66667,44.2
43427.54167,43.07
43430.66667,43.66
43431.66667,43.56
43432.66667,45.24
43433.66667,44.89
43434.66667,44.65
43437.66667,46.21
43438.66667,44.17
43440.66667,43.68
43441.66667,42.12
43444.66667,42.4
43445.66667,42.16
43446.66667,42.28
43447.66667,42.74
43448.66667,41.37
43451.66667,40.99
43452.66667,41.52
43453.66667,40.22
43454.66667,39.21
43455.66667,37.68
43458.54167,36.71
43460.66667,39.29
43461.66667,39.04
43462.66667,39.06
43465.66667,39.44
43467.66667,39.48
43468.66667,35.55
43469.66667,37.07
43472.66667,36.98
43473.66667,37.69
43474.66667,38.33
43475.66667,38.45
43476.66667,38.07
43479.66667,37.5
43480.66667,38.27
43481.66667,38.74
43482.66667,38.97
43483.66667,39.21
43487.66667,38.33
43488.66667,38.48
43489.66667,38.17
43490.66667,39.44
43493.66667,39.08
43494.66667,38.67
43495.66667,41.31
43496.66667,41.61
43497.66667,41.63
43500.66667,42.81
43501.66667,43.55
43502.66667,43.56
43503.66667,42.74
43504.66667,42.6
43507.66667,42.36
43508.66667,42.72
43509.66667,42.55
43510.66667,42.7
43511.66667,42.61
43515.66667,42.73
43516.66667,43.01
43517.66667,42.77
43518.66667,43.24
43521.66667,43.56
43522.66667,43.58
43523.66667,43.72
43524.66667,43.29
43525.66667,43.74
43528.66667,43.96
43529.66667,43.88
43530.66667,43.63
43531.66667,43.13
43532.66667,43.23
43535.66667,44.73
43536.66667,45.23
43537.66667,45.43
43538.66667,45.93
43539.66667,46.53
43542.66667,47.01
43543.66667,46.63
43544.66667,47.04
43545.66667,48.77
43546.66667,47.76
43549.66667,47.19
43550.66667,46.7
43551.66667,47.12
43552.66667,47.18
43553.66667,47.49
43556.66667,47.81
43557.66667,48.51
43558.66667,48.84
43559.66667,48.92
43560.66667,49.25
43563.66667,50.03
43564.66667,49.88
43565.66667,50.16
43566.66667,49.74
43567.66667,49.72
43570.66667,49.81
43571.66667,49.81
43572.66667,50.78
43573.66667,50.97
43577.66667,51.13
43578.66667,51.87
43579.66667,51.79
43580.66667,51.32
43581.66667,51.08
43584.66667,51.15
43585.66667,50.17
43586.66667,52.63
43587.66667,52.29
43588.66667,52.94
43591.66667,52.12
43592.66667,50.72
43593.66667,50.73
43594.66667,50.18
43595.66667,49.3
43598.66667,46.43
43599.66667,47.17
43600.66667,47.73
43601.66667,47.52
43602.66667,47.25
43605.66667,45.77
43606.66667,46.65
43607.66667,45.7
43608.66667,44.92
43609.66667,44.74
43613.66667,44.56
43614.66667,44.35
43615.66667,44.58
43616.66667,43.77
43619.66667,43.33
43620.66667,44.91
43621.66667,45.64
43622.66667,46.31
43623.66667,47.54
43626.66667,48.15
43627.66667,48.7
43628.66667,48.55
43629.66667,48.54
43630.66667,48.19
43633.66667,48.47
43634.66667,49.61
43635.66667,49.47
43636.66667,49.87
43637.66667,49.7
43640.66667,49.65
43641.66667,48.89
43642.66667,49.95
43643.66667,49.94
43644.66667,49.48
43647.66667,50.39
43648.66667,50.68
43649.54167,51.1
43651.66667,51.06
43654.66667,50.01
43655.66667,50.31
43656.66667,50.81
43657.66667,50.44
43658.66667,50.83
43661.66667,51.3
43662.66667,51.13
43663.66667,50.84
43664.66667,51.42
43665.66667,50.65
43668.66667,51.81
43669.66667,52.21
43670.66667,52.17
43671.66667,51.76
43672.66667,51.94
43675.66667,52.42
43676.66667,52.2
43677.66667,53.26
43678.66667,52.11
43679.66667,51.01
43682.66667,48.34
43683.66667,49.25
43684.66667,49.76
43685.66667,50.86
43686.66667,50.25
43689.66667,50.12
43690.66667,52.24
43691.66667,50.69
43692.66667,50.44
43693.66667,51.63
43696.66667,52.59
43697.66667,52.59
43698.66667,53.16
43699.66667,53.12
43700.66667,50.66
43703.66667,51.62
43704.66667,51.04
43705.66667,51.38
43706.66667,52.25
43707.66667,52.19
43711.66667,51.43
43712.66667,52.3
43713.66667,53.32
43714.66667,53.32
43717.66667,53.54
43718.66667,54.18
43719.66667,55.9
43720.66667,55.77
43721.66667,54.69
43724.66667,54.98
43725.66667,55.18
43726.66667,55.69
43727.66667,55.24
43728.66667,54.43
43731.66667,54.68
43732.66667,54.42
43733.66667,55.26
43734.66667,54.97
43735.66667,54.71
43738.66667,55.99
43739.66667,56.15
43740.66667,54.74
43741.66667,55.21
43742.66667,56.75
43745.66667,56.77
43746.66667,56.1
43747.66667,56.76
43748.66667,57.52
43749.66667,59.05
43752.66667,58.97
43753.66667,58.83
43754.66667,58.59
43755.66667,58.82
43756.66667,59.1
43759.66667,60.13
43760.66667,59.99
43761.66667,60.8
43762.66667,60.9
43763.66667,61.65
43766.66667,62.26
43767.66667,60.82
43768.66667,60.82
43769.66667,62.19
43770.66667,63.96
43773.66667,64.38
43774.66667,64.28
43775.66667,64.31
43776.66667,64.86
43777.66667,65.04
43780.66667,65.55
43781.66667,65.49
43782.66667,66.12
43783.66667,65.66
43784.66667,66.44
43787.66667,66.78
43788.66667,66.57
43789.66667,65.8
43790.66667,65.5
43791.66667,65.44
43794.66667,66.59
43795.66667,66.07
43796.66667,66.96
43798.54167,66.81
43801.66667,66.04
43802.66667,64.86
43803.66667,65.44
43804.66667,66.4
43805.66667,67.68
43808.66667,66.73
43809.66667,67.12
43810.66667,67.69
43811.66667,67.86
43812.66667,68.79
43815.66667,69.97
43816.66667,70.1
43817.66667,69.94
43818.66667,70.01
43819.66667,69.86
43822.66667,71
43823.54167,71.07
43825.66667,72.48
43826.66667,72.45
43829.66667,72.88
43830.66667,73.41
43832.66667,75.09
43833.66667,74.36
43836.66667,74.95
43837.66667,74.6
43838.66667,75.8
43839.66667,77.41
43840.66667,77.58
43843.66667,79.24
43844.66667,78.17
43845.66667,77.83
43846.66667,78.81
43847.66667,79.68
43851.66667,79.14
43852.66667,79.43
43853.66667,79.81
43854.66667,79.58
43857.66667,77.24
43858.66667,79.42
43859.66667,81.08
43860.66667,80.97
43861.66667,77.38
43864.66667,77.17
43865.66667,79.71
43866.66667,80.36
43867.66667,81.3
43868.66667,80.01
43871.66667,80.39
43872.66667,79.9
43873.66667,81.8
43874.66667,81.22
43875.66667,81.24
43879.66667,79.75
43880.66667,80.91
43881.66667,80.08
43882.66667,78.26
43885.66667,74.55
43886.66667,72.02
43887.66667,73.16
43888.66667,68.38
43889.66667,68.34
43892.66667,74.7
43893.66667,72.33
43894.66667,75.69
43895.66667,73.23
43896.66667,72.26
43899.66667,66.54
43900.66667,71.33
43901.66667,68.86
43902.66667,62.06
43903.66667,69.49
43906.66667,60.55
43907.66667,63.22
43908.66667,61.67
43909.66667,61.2
43910.66667,57.31
43913.66667,56.09
43914.66667,61.72
43915.66667,61.38
43916.66667,64.61
43917.66667,61.94
43920.66667,63.7
43921.66667,63.57
43922.66667,60.23
43923.66667,61.23
43924.66667,60.35
43927.66667,65.62
43928.66667,64.86
43929.66667,66.52
43930.66667,67
43934.66667,68.31
43935.66667,71.76
43936.66667,71.11
43937.66667,71.67
43938.66667,70.7
43941.66667,69.23
43942.66667,67.09
43943.66667,69.03
43944.66667,68.76
43945.66667,70.74
43948.66667,70.79
43949.66667,69.65
43950.66667,71.93
43951.66667,73.45
43952.66667,72.27
43955.66667,73.29
43956.66667,74.39
43957.66667,75.16
43958.66667,75.94
43959.66667,77.53
43962.66667,78.75
43963.66667,77.85
43964.66667,76.91
43965.66667,77.39
43966.66667,76.93
43969.66667,78.74
43970.66667,78.29
43971.66667,79.81
43972.66667,79.21
43973.66667,79.72
43977.66667,79.18
43978.66667,79.53
43979.66667,79.56
43980.66667,79.49
43983.66667,80.46
43984.66667,80.83
43985.66667,81.28
43986.66667,80.58
43987.66667,82.88
43990.66667,83.37
43991.66667,86
43992.66667,88.21
43993.66667,83.98
43994.66667,84.7
43997.66667,85.75
43998.66667,88.02
43999.66667,87.9
44000.66667,87.93
44001.66667,87.43
44004.66667,89.72
44005.66667,91.63
44006.66667,90.02
44007.66667,91.21
44008.66667,88.41
44011.66667,90.45
44012.66667,91.2
44013.66667,91.03
44014.66667,91.03
44018.66667,93.46
44019.66667,93.17
44020.66667,95.34
44021.66667,95.68
44022.66667,95.92
44025.66667,95.48
44026.66667,97.06
44027.66667,97.73
44028.66667,96.52
44029.66667,96.33
44032.66667,98.36
44033.66667,97
44034.66667,97.27
44035.66667,92.85
44036.66667,92.62
44039.66667,94.81
44040.66667,93.25
44041.66667,95.04
44042.66667,96.19
44043.66667,106.26
44046.66667,108.94
44047.66667,109.67
44048.66667,110.06
44049.66667,113.9
44050.66667,111.11
44053.66667,112.73
44054.66667,109.38
44055.66667,113.01
44056.66667,115.01
44057.66667,114.91
44060.66667,114.61
44061.66667,115.56
44062.66667,115.71
44063.66667,118.28
44064.66667,124.37
44067.66667,125.86
44068.66667,124.83
44069.66667,126.52
44070.66667,125.01
44071.66667,124.81
44074.66667,129.04
44075.66667,134.18
44076.66667,131.4
44077.66667,120.88
44078.66667,120.96
44082.66667,112.82
44083.66667,117.32
44084.66667,113.49
44085.66667,112
44088.66667,115.36
44089.66667,115.54
44090.66667,112.13
44091.66667,110.34
44092.66667,106.84
44095.66667,110.08
44096.66667,111.81
44097.66667,107.12
44098.66667,108.22
44099.66667,112.28
44102.66667,114.96
44103.66667,114.09
44104.66667,115.81
44105.66667,116.79
44106.66667,113.02
44109.66667,116.5
44110.66667,113.16
44111.66667,115.08
44112.66667,114.97
44113.66667,116.97
44116.66667,124.4
44117.66667,121.1
44118.66667,121.19
44119.66667,120.71
44120.66667,119.02
44123.66667,115.98
44124.66667,117.51
44125.66667,116.87
44126.66667,115.75
44127.66667,115.04
44130.66667,115.05
44131.66667,116.6
44132.66667,111.2
44133.66667,115.32
44134.66667,108.86
44137.66667,108.77
44138.66667,110.44
44139.66667,114.95
44140.66667,119.03
44141.66667,118.69
44144.66667,116.32
44145.66667,115.97
44146.66667,119.49
44147.66667,119.21
44148.66667,119.26
44151.66667,120.3
44152.66667,119.39
44153.66667,118.03
44154.66667,118.64
44155.66667,117.34
44158.66667,113.85
44159.66667,115.17
44160.66667,116.03
44162.54167,116.59
44165.66667,119.05
44166.66667,122.72
44167.66667,123.08
44168.66667,122.94
44169.66667,122.25
44172.66667,123.75
44173.66667,124.38
44174.66667,121.78
44175.66667,123.24
44176.66667,122.41
44179.66667,121.78
44180.66667,127.88
44181.66667,127.81
44182.66667,128.7
44183.66667,126.66
44186.66667,128.23
44187.66667,131.88
44188.66667,130.96
44189.54167,131.97
44193.66667,136.69
44194.66667,134.87
44195.66667,133.72
44196.66667,132.69
44200.66667,129.41
44201.66667,131.01
44202.66667,126.6
44203.66667,130.92
44204.66667,132.05
44207.66667,128.98
44208.66667,128.8
44209.66667,130.89
44210.66667,128.91
44211.66667,127.14
44215.66667,127.83
44216.66667,132.03
44217.66667,136.87
44218.66667,139.07
44221.66667,142.92
44222.66667,143.16
44223.66667,142.06
44224.66667,137.09
44225.66667,131.96
44228.66667,134.14
44229.66667,134.99
44230.66667,133.94
44231.66667,137.39
44232.66667,136.76
44235.66667,136.91
44236.66667,136.01
44237.66667,135.39
44238.66667,135.13
44239.66667,135.37
44243.66667,133.19
44244.66667,130.84
44245.66667,129.71
44246.66667,129.87
44249.66667,126
44250.66667,125.86
44251.66667,125.35
44252.66667,120.99
44253.66667,121.26
44256.66667,127.79
44257.66667,125.12
44258.66667,122.06
44259.66667,120.13
44260.66667,121.42
44263.66667,116.36
44264.66667,121.09
44265.66667,119.98
44266.66667,121.96
44267.66667,121.03
44270.66667,123.99
44271.66667,125.57
44272.66667,124.76
44273.66667,120.53
44274.66667,119.99
44277.66667,123.39
44278.66667,122.54
44279.66667,120.09
44280.66667,120.59
44281.66667,121.21
44284.66667,121.39
44285.66667,119.9
44286.66667,122.15
44287.66667,123
44291.66667,125.9
44292.66667,126.21
44293.66667,127.9
44294.66667,130.36
44295.66667,133
44298.66667,131.24
44299.66667,134.43
44300.66667,132.03
44301.66667,134.5
44302.66667,134.16
44305.66667,134.84
44306.66667,133.11
44307.66667,133.5
44308.66667,131.94
44309.66667,134.32
44312.66667,134.72
44313.66667,134.39
44314.66667,133.58
44315.66667,133.48
44316.66667,131.46
44319.66667,132.54
44320.66667,127.85
44321.66667,128.1
44322.66667,129.74
44323.66667,130.21
44326.66667,126.85
44327.66667,125.91
44328.66667,122.77
44329.66667,124.97
44330.66667,127.45
44333.66667,126.27
44334.66667,124.85
44335.66667,124.69
44336.66667,127.31
44337.66667,125.43
44340.66667,127.1
44341.66667,126.9
44342.66667,126.85
44343.66667,125.28
44344.66667,124.61
44348.66667,124.28
44349.66667,125.06
44350.66667,123.54
44351.66667,125.89
44354.66667,125.9
44355.66667,126.74
44356.66667,127.13
44357.66667,126.11
44358.66667,127.35
44361.66667,130.48
44362.66667,129.64
44363.66667,130.15
44364.66667,131.79
44365.66667,130.46
44368.66667,132.3
44369.66667,133.98
44370.66667,133.7
44371.66667,133.41
44372.66667,133.11
44375.66667,134.78
44376.66667,136.33
44377.66667,136.96
44378.66667,137.27
44379.66667,139.96
44383.66667,142.02
44384.66667,144.57
44385.66667,143.24
44386.66667,145.11
44389.66667,144.5
44390.66667,145.64
44391.66667,149.15
44392.66667,148.48
44393.66667,146.39
44396.66667,142.45
44397.66667,146.15
44398.66667,145.4
44399.66667,146.8
44400.66667,148.56
44403.66667,148.99
44404.66667,146.77
44405.66667,144.98
44406.66667,145.64
